,,PE_RATIO,EV_TO_T12M_EBITDA,INVENT_TURN,EBIT_MARGIN,NET_DEBT_TO_EBITDA,NET_FIX_ASSET_TURN,TRAILING_12M_CASH_FLOW_MARGIN,TRAIL_12M_NET_SALES
419 HK Equity,20171231,#N/A N/A,#N/A N/A,23.74897775,-70.31934592,#N/A N/A,8.371842307,1.443190564,131.237
494 HK Equity,20171231,4.908514791,11.21918583,36.78847498,2.416765986,0.89633369,64.40695603,1.567030826,14031.313
884 HK Equity,20171231,7.936704177,8.107153641,0.50482748,20.56760312,2.753401948,2.745298813,42.11180471,24715.685
941 HK Equity,20171231,11.01009321,3.796003973,#N/A N/A,16.49803767,-1.795464551,0.992171852,36.26717987,726941
274 HK Equity,20171231,14.58789172,5.600755516,12.98078868,174.812782,0.394189984,1.016729526,-24.2755477,42.998
8193 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,-169.1497519,#N/A N/A,29.06075258,#N/A N/A,69.121
798 HK Equity,20171231,6.851693462,6.310781007,0.412641295,35.30656266,1.224978756,1.394113868,21.42773303,3118.188
991 HK Equity,20171231,4.838678911,#N/A N/A,#N/A N/A,17.34159964,#N/A N/A,0.266392938,20.93316733,58140.934
1128 HK Equity,20171231,43.33712088,21.47240821,1.704389739,10.86146428,4.821736606,0.81928439,28.36278891,29200.584
285 HK Equity,20171231,11.60136145,7.272284126,8.370603841,5.509161687,-0.697895325,5.730587284,5.539763313,38775.718
859 HK Equity,20171231,17.21883937,32.77600225,#N/A N/A,117.8993341,2.757120384,0.02258063,-0.871697573,55.868
1166 HK Equity,20171231,#N/A N/A,#N/A N/A,3.703593893,-9.151183444,#N/A N/A,2.710419129,-23.36561798,442.522
2358 HK Equity,20171231,#N/A N/A,161.9455597,12.11638123,-1.858377601,-17.72371555,1.625274256,-34.57152124,228.156
2800 HK Equity,20171231,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
17 HK Equity,20171231,13.90718547,15.41466098,0.491214565,20.58281299,5.8885974,0.376982102,6.363723053,56628.8
33 HK Equity,20171231,#N/A N/A,#N/A N/A,22.16979114,-46.88006772,#N/A N/A,6.895958463,-93.34447118,224.46
272 HK Equity,20171231,8.53658919,6.86773399,0.554550092,34.70138458,3.812220917,0.421934674,11.84542261,24195
1185 HK Equity,20171231,28.84235438,160.7161954,5.580578827,-1.529040293,56.99278283,5.381762835,-4.917244064,1621.213
2708 HK Equity,20171231,18.56291114,#N/A N/A,#N/A N/A,39.55993185,#N/A N/A,#N/A N/A,17.08392288,103.893
479 HK Equity,20171231,#N/A N/A,#N/A N/A,17.86606028,-54.85588195,#N/A N/A,7.017096774,-36.87399439,108.765
1093 HK Equity,20171231,44.06623397,18.48885452,2.690033804,22.4528278,-0.560255348,2.221572241,24.21631688,11771.4815
958 HK Equity,20171231,9.20193309,7.910668552,#N/A N/A,53.49820649,5.36738769,0.140465338,53.18360465,9941.137
8027 HK Equity,20171231,#N/A N/A,#N/A N/A,10.91782347,-8.987264222,#N/A N/A,18.18128706,3.985838072,10.524838
1143 HK Equity,20171231,#N/A N/A,#N/A N/A,6.032054379,-20.63501719,#N/A N/A,10.49203014,-13.05181231,674.029
8406 HK Equity,20171231,5.265646863,#N/A N/A,#N/A N/A,9.37313604,-0.59397378,#N/A N/A,1.763592567,174.36
1237 HK Equity,20171231,#N/A N/A,74.28743366,1.147681331,-4.32745784,27.2151939,0.683405441,22.00484392,445.92
1046 HK Equity,20171231,#N/A N/A,#N/A N/A,7.491752154,-42.78418608,#N/A N/A,7.589162271,-46.07630675,231.644
931 HK Equity,20171231,#N/A N/A,219.8452779,#N/A N/A,7.932395721,-18.04094982,3.010103273,-43.97741944,349.327
8052 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2009 HK Equity,20171231,7.523065632,#N/A N/A,0.632283179,9.624315024,#N/A N/A,1.212714693,-30.74225666,59477.63208
1132 HK Equity,20171231,#N/A N/A,#N/A N/A,91.62063645,-12.26067418,#N/A N/A,1.421798205,10.21639568,1220.773
3878 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,14.77050605,0.140759229,#N/A N/A,5.186908616,263.471
235 HK Equity,20171231,#N/A N/A,3.173477695,#N/A N/A,113.9049442,0.617021621,36.90552173,-149.2366922,703.124
862 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,-220.7365388,#N/A N/A,0.149104847,-211.7684135,22.212
686 HK Equity,20171231,3.068349018,10.88532826,#N/A N/A,139.8867314,6.643410853,0.113364911,17.96116505,1236
1357 HK Equity,20171231,#N/A N/A,#N/A N/A,5.861103739,-16.4902767,#N/A N/A,44.13877818,-14.00506919,3172.894
1710 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
750 HK Equity,20171231,2.437689765,6.351281893,25.08502248,14.44908688,3.803910461,1.25169572,1.595464045,5426.509
1813 HK Equity,20171231,5.800108987,10.0968956,0.233159279,26.57191585,5.488458708,0.730205903,-78.41242338,11273.711
182 HK Equity,20171231,6.425355794,#N/A N/A,12.68562403,39.28217577,#N/A N/A,0.259227187,20.15532574,1493.764
1966 HK Equity,20171231,4.819112594,6.994651446,0.507527104,25.29226868,3.168807151,0.938037564,21.41172377,14851.574
732 HK Equity,20171231,#N/A N/A,7.061789252,8.566107736,4.399824837,2.940326509,2.704884167,11.09892044,23180.741
449 HK Equity,20171231,7.544884458,5.860626298,3.8756833,2.574639467,4.2011032,5.756574489,-0.47766002,10316.124
3380 HK Equity,20171231,9.037686504,4.461208829,0.467576744,44.97234209,1.707010709,2.524376115,12.46510308,26557.863
8007 HK Equity,20171231,#N/A N/A,#N/A N/A,3.964880412,-129.0528951,#N/A N/A,0.092359599,-119.1228965,21.571
621 HK Equity,20171231,5.474715283,14.865784,#N/A N/A,#N/A N/A,-0.296322557,0,#N/A N/A,0
8373 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1733 HK Equity,20171231,0.785844017,2.278364652,34.16180906,8.773281528,0.95886397,26.00134478,-0.327698094,19354.4
3900 HK Equity,20171231,6.18987562,26.85374551,0.252879425,6.480822027,12.82099958,3.465459687,-10.1549983,29742.585
8118 HK Equity,20171231,#N/A N/A,#N/A N/A,4.139006442,17.20654775,0.676662174,10.3808163,-2.114112673,141.667
850 HK Equity,20171231,9.371773546,9.133041212,2352.565231,1.094405276,2.765573781,149.1742106,-3.201569411,11826.606
1616 HK Equity,20171231,22.748684,6.70654955,2.735065383,19.58657198,2.412724637,1.078481661,-22.17612305,559.904
123 HK Equity,20171231,11.46682217,9.253514561,0.398341969,15.67974748,5.112269739,1.722657451,-2.910294779,27729.356
1337 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,-22.42959888,#N/A N/A,#N/A N/A,-2.754548239,437.422
1928 HK Equity,20171231,28.18750191,18.41915903,#N/A N/A,20.92462594,1.84808665,0.925190777,33.83773881,7256.794
1371 HK Equity,20171231,#N/A N/A,#N/A N/A,4.237698692,-148.9668779,#N/A N/A,0.437125303,229.1405036,202.735
2001 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,49.5426484,-0.145807009,#N/A N/A,30.56675362,375.313
39 HK Equity,20171231,#N/A N/A,104.1878204,13.94863214,1.12892344,13.85899344,1.826795491,31.03694122,626.969
119 HK Equity,20171231,15.80898661,10.63891814,0.379547457,11.35610539,7.05772244,2.699299169,12.63782539,35305.995
1458 HK Equity,20171231,10.45412883,14.19353309,6.856072336,30.74601236,-2.169656492,4.730483026,21.86833067,3045.66
1178 HK Equity,20171231,#N/A N/A,#N/A N/A,1.712138085,-135.9651745,#N/A N/A,3.029946221,-39.36738659,53.524
91 HK Equity,20171231,#N/A N/A,6.176479202,#N/A N/A,189.7108582,2.203697875,0.266988323,-141.7602276,26.008
8347 HK Equity,20171231,84.04693489,28.74441484,686.6252983,2.242539348,-7.328550933,96.42345465,-3.729577195,166.909
2866 HK Equity,20171231,9.406423164,#N/A N/A,13.73746317,12.00518036,#N/A N/A,0.282738177,19.92519226,15850.24512
1217 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-6.227
688 HK Equity,20171231,6.791970948,4.79441955,0.500667438,37.38636704,0.636785275,2.029053495,5.254852066,163988.841
1439 HK Equity,20171231,6.302507721,15.26183543,21.64455771,8.195550123,-0.674941591,7.063162033,14.58247108,988.207
8321 HK Equity,20171231,6.82238672,284.711414,90.2002924,6.591979101,-7.894979408,54.59874608,-5.880748694,139.336
8245 HK Equity,20171231,#N/A N/A,121.7483974,5.196564225,-0.866996657,1.308836996,42.12769281,#N/A N/A,323.646
1659 HK Equity,20171231,45.77271353,19.7101534,#N/A N/A,51.34048119,1.299306772,0.277008382,19.03142092,193.438
383 HK Equity,20171231,#N/A N/A,29.11611938,#N/A N/A,#N/A N/A,6.463435565,0.642069862,#N/A N/A,1347.469
907 HK Equity,20171231,#N/A N/A,367.8704418,5.941992295,-11.08588024,-104.0655471,0.581993086,-151.7825121,102.608
1088 HK Equity,20171231,6.611317502,#N/A N/A,10.94992304,27.42808033,#N/A N/A,0.654734107,29.19218298,240859
308 HK Equity,20171231,13.16061429,7.845866152,1.38688352,14.71843828,-4.046115078,0.550811507,27.65260661,4598.015
27 HK Equity,20171231,26.18262934,16.88626048,7.044673897,14.22453349,-1.072858551,1.442584473,28.50777914,55831.715
8085 HK Equity,20171231,#N/A N/A,#N/A N/A,40650.28571,-36.5555036,#N/A N/A,21.88828559,-8.624642161,175.358
6881 HK Equity,20171231,7.356623209,8.785546806,#N/A N/A,#N/A N/A,-0.657056403,47.40325644,#N/A N/A,16348.79339
486 HK Equity,20171231,4.431756995,9.84358905,3.383647799,15.85774511,3.923514212,2.323787993,17.26299859,9251
1919 HK Equity,20171231,#N/A N/A,18.77728557,43.70464022,2.543763986,5.950448182,1.60590312,2.68388698,83438.126
519 HK Equity,20171231,1.549320061,4.05476173,#N/A N/A,2015.39215,-0.003301155,0.028720296,192.9615896,14.293
506 HK Equity,20171231,22.96426277,7.748728106,#N/A N/A,#N/A N/A,1.553552182,#N/A N/A,#N/A N/A,#N/A N/A
697 HK Equity,20171231,13.16722698,3.808844441,2.452268801,-9.120886669,0.51754648,0.416908622,-6.939201959,1863.514
2323 HK Equity,20171231,3.62991672,17.91365653,7.197899695,22.07487292,2.19356644,3.368949785,-84.63023207,928.934
59 HK Equity,20171231,6.431661137,7.18374354,0.291388944,20.56906435,3.142168135,3.589120181,-37.14288209,2977.238
1389 HK Equity,20171231,#N/A N/A,972.3945205,1.95841417,-0.815578371,38.69589041,13.25041787,5.702869971,194.218
8156 HK Equity,20171231,#N/A N/A,#N/A N/A,1.44126796,-640.0622178,#N/A N/A,1.797408796,#N/A N/A,26.359
6088 HK Equity,20171231,10.65829458,#N/A N/A,#N/A N/A,7.355806431,-0.662850597,#N/A N/A,#N/A N/A,3218.07
1732 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,24.39535273,-0.291036954,5.757208704,2.849615521,107.418
1115 HK Equity,20171231,10.34625895,14.44355531,4.837185167,44.57160236,-0.737146033,1.354075947,32.17580833,887.785
8237 HK Equity,20171231,9.980039697,338.8480909,120.8522395,-10.04308559,16.93632604,0.096123571,8.908360737,49.451107
868 HK Equity,20171231,10.03715046,8.461667385,5.672191616,26.19074692,1.446668743,0.946004108,22.15503091,13640.157
313 HK Equity,20171231,#N/A N/A,#N/A N/A,0.096178776,-80.60480831,#N/A N/A,0.085034418,-713.351297,143.252
651 HK Equity,20171231,#N/A N/A,#N/A N/A,2.421340954,-40.54463356,#N/A N/A,0.619311315,-158.9938519,431.189
1661 HK Equity,20171231,11.86594077,32.93592968,#N/A N/A,11.84964654,-10.27892986,9.136711553,15.49339646,304.988
3329 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1982 HK Equity,20171231,2.361981482,6.288603094,6.638502828,14.81678023,0.145008831,2.646195718,12.28652124,3139.481
3836 HK Equity,20171231,#N/A N/A,8.728478872,7.922568343,3.235401896,-1.057086028,4.473103819,-3.871064163,10852.933
1114 HK Equity,20171231,9.439162825,#N/A N/A,4.727637668,-20.83894893,#N/A N/A,2.330480818,-0.022879296,5476.567
326 HK Equity,20171231,#N/A N/A,2.135969886,#N/A N/A,#N/A N/A,-0.528451571,#N/A N/A,#N/A N/A,#N/A N/A
922 HK Equity,20171231,5139.534903,15.02829141,0.239289185,24.09386808,4.280523747,1.684443418,-6.385289101,182.341
489 HK Equity,20171231,4.311808022,22.09427209,11.54415954,1.217055019,1.999733617,8.216555407,10.39371486,123084
151 HK Equity,20171231,23.22420666,#N/A N/A,4.069923827,22.38322928,#N/A N/A,1.977696022,#N/A N/A,18675.165
2328 HK Equity,20171231,6.62147278,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,301291
135 HK Equity,20171231,53.64968065,7.525588415,#N/A N/A,9.046710388,1.528455042,0.756089585,16.81219912,72043.61809
1591 HK Equity,20171231,7.012622564,16.59721638,#N/A N/A,11.28642965,-1.399587924,7.295367723,-10.02899114,144.182
2362 HK Equity,20171231,10.92485226,15.87276073,3.320106139,13.49309173,2.347318713,0.330088248,-7.040570607,436.868
120 HK Equity,20171231,#N/A N/A,104.0510938,#N/A N/A,#N/A N/A,47.63775935,0.012987826,#N/A N/A,58.368
3799 HK Equity,20171231,19.57698118,9.795819408,14.37401783,21.07248082,-2.029817431,4.090412449,16.91335325,18710.246
724 HK Equity,20171231,#N/A N/A,#N/A N/A,6.121145542,-5.451562488,#N/A N/A,29.35861645,-2.310838935,501.636
2357 HK Equity,20171231,17.05068115,10.14789856,1.217353254,7.976077922,0.094852982,2.562029888,1.780699547,35284.56
1788 HK Equity,20171231,7.747040942,20.98425232,#N/A N/A,#N/A N/A,10.21767981,5.819691109,#N/A N/A,2870.551
1097 HK Equity,20171231,#N/A N/A,#N/A N/A,5.492653591,-29.51404152,#N/A N/A,1.517741731,-0.520931457,1337.604
8022 HK Equity,20171231,#N/A N/A,#N/A N/A,4.151963021,-54.79173813,#N/A N/A,1.060307159,-50.64636106,110.774
904 HK Equity,20171231,#N/A N/A,#N/A N/A,8.515398084,-198.9717408,#N/A N/A,0.255888217,-11.63418902,417.21
2869 HK Equity,20171231,57.83909558,17.14553123,83.90050934,10.79849908,-4.165978391,16.55509916,13.59161593,4276.298
891 HK Equity,20171231,#N/A N/A,#N/A N/A,1.075889823,-26.50480795,#N/A N/A,12.69728381,-14.24221732,1748.562
354 HK Equity,20171231,15.89059293,11.89199141,108.2115677,7.554470232,0.655623962,10.06955632,1.907856752,8043.476
8315 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,-7.70859449,#N/A N/A,9.724819743,-12.8351729,130.828
674 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,-92.19940646,#N/A N/A,0.911104731,-112.6266667,72.899786
956 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2669 HK Equity,20171231,50.37099929,#N/A N/A,18493.66667,11.43411964,#N/A N/A,30.00233903,13.0955112,3347.796
2382 HK Equity,20171231,58.26437375,23.9300529,8.147335215,12.38508633,-0.336512228,10.61367716,9.682859569,18733.846
3737 HK Equity,20171231,16.83442448,8.347474978,2.764429946,8.771608674,-2.233388014,5.178826397,7.494327762,803.034
241 HK Equity,20171231,#N/A N/A,#N/A N/A,6.499081539,-13.26831488,#N/A N/A,203.2560521,-19.4940074,1309.782
8160 HK Equity,20171231,16.52173914,20.85985516,#N/A N/A,11.83576173,-7.775885692,26.68763402,3.972037712,37.336
1333 HK Equity,20171231,5.85800692,8.652634858,2.758265295,31.1075305,4.866697249,0.34840084,-6.183814826,16345.428
1728 HK Equity,20171231,6.260393204,10.17737266,8.510045309,5.402732345,4.593745994,6.513686371,1.16040021,32551.011
2100 HK Equity,20171231,67.72701226,6.688758466,11.96086063,6.060721093,-45.51187457,9.778369923,9.492382071,368.801
916 HK Equity,20171231,8.484976155,8.793698641,5.552120506,33.17804645,5.347532445,0.219447915,32.71491543,23409.79
1030 HK Equity,20171231,32.59169903,8.684283203,0.442806119,18.53300253,5.138411497,1.769106072,-18.83465124,30356.835
2386 HK Equity,20171231,13.2139462,6.557401897,26.15064384,4.007843656,-5.948707528,5.347805777,15.72787168,35431.946
2002 HK Equity,20171231,3.529214217,5.12981199,11.16283805,11.06883939,3.44098518,1.383012836,-0.776859955,4947.095
2689 HK Equity,20171231,6.633401276,7.418217298,7.526837516,17.05465903,2.568355682,0.830267633,9.404094128,39154.808
698 HK Equity,20171231,3.865089463,10.60546005,2.9827254,15.26013005,1.67436288,2.472571187,14.74135693,8204.55
886 HK Equity,20171231,4.223051663,13.19276474,1.644227347,7.948984926,2.753481592,145.7981695,8.033948717,1847.846
3983 HK Equity,20171231,45.37210256,3.198843013,6.833206401,4.976544864,-2.418710443,1.020320197,14.16075679,9763.32
390 HK Equity,20171231,7.197586709,10.03345915,4.591233779,3.142230744,2.971953483,9.103183192,3.594892489,664209.21
2005 HK Equity,20171231,31.82542578,10.59123658,3.803620274,28.18378452,1.200247281,0.937941683,31.05795401,2577.475
860 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,545.533
1475 HK Equity,20171231,76.43176313,#N/A N/A,#N/A N/A,4.938487715,-8.539543381,#N/A N/A,7.269956125,2650.69
1243 HK Equity,20171231,15.17079389,17.69473944,0.020855967,916.8799132,1.639318492,0.080473434,201.7555647,104.183
1822 HK Equity,20171231,#N/A N/A,18.18013193,899.8888885,3.222699671,2.211870846,91.91390836,3.764375114,2868.143868
2268 HK Equity,20171231,0.698518732,5.938221717,8.691419095,24.3779596,2.109302663,0.762922326,20.64223984,1955.5
1020 HK Equity,20171231,#N/A N/A,#N/A N/A,5.756128494,-39.68905476,#N/A N/A,48.93531432,-21.81084928,349.129
273 HK Equity,20171231,20.4258542,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,62.59880797,#N/A N/A,1344.372
1606 HK Equity,20171231,7.986214518,12.12826297,#N/A N/A,77.06113018,10.36861967,0.238721512,45.82445163,11274.579
371 HK Equity,20171231,10.06297348,17.09030965,63.54886541,27.73784096,5.477767346,5.038633572,-21.37997015,18629.287
520 HK Equity,20171231,24.06677985,8.162745632,9.218342779,16.60077018,-2.429489246,7.567152503,16.84419049,3071.231
1869 HK Equity,20171231,8.223423806,144.8165232,11.18777529,11.39508064,-1.146140667,9.477459221,1.722161658,285.281
2343 HK Equity,20171231,#N/A N/A,18.30761472,20.05843245,-1.204069688,8.09821921,0.77492928,4.873348398,1301.918
875 HK Equity,20171231,#N/A N/A,#N/A N/A,27.10908573,-460.5093677,#N/A N/A,1.320315701,-299.1861827,85.4
102 HK Equity,20171231,#N/A N/A,23.49465575,#N/A N/A,-0.522985048,-0.203956366,0.285689458,24.71154489,448.77
665 HK Equity,20171231,6.374763624,13.83970464,#N/A N/A,#N/A N/A,7.390452289,49.99538234,#N/A N/A,5868.233
2322 HK Equity,20171231,#N/A N/A,#N/A N/A,62.94486315,-2.98810676,#N/A N/A,6.962405634,-7.027393505,824.502
563 HK Equity,20171231,9.394505676,5.619920994,0.177009582,47.57820135,0.464177531,0.486340392,22.23633381,7255.661
1898 HK Equity,20171231,10.25346005,9.967404406,8.277376234,13.83908645,4.848842592,0.430176037,12.44392188,71467.268
6128 HK Equity,20171231,#N/A N/A,#N/A N/A,2.258288978,-22.84904011,#N/A N/A,28.45156724,6.200024166,140.693
1636 HK Equity,20171231,#N/A N/A,2392.014566,21.59742406,-0.452385855,189.8470226,11.25030549,-1.734957578,7678.401
433 HK Equity,20171231,#N/A N/A,#N/A N/A,0.53011683,-163.4296907,#N/A N/A,0.1056152,-175.0953898,225.653
8275 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,4.846332046,0.55728603,#N/A N/A,4.705019305,129.5
2319 HK Equity,20171231,#N/A N/A,37.21652291,10.90472442,-0.257091081,-0.273979158,3.885679236,10.04583666,55987.94
8142 HK Equity,20171231,#N/A N/A,14.39789691,2.069872637,6.96054892,-2.096948454,10.7275725,-21.23992035,292.793
1302 HK Equity,20171231,29.78081264,44.70977507,1.735942935,36.15686506,-2.685197081,0.973186202,37.0397612,372.524
1188 HK Equity,20171231,#N/A N/A,#N/A N/A,0.010898429,-18871.43494,#N/A N/A,0.027400773,-2883.377897,2.244
1280 HK Equity,20171231,#N/A N/A,#N/A N/A,3.151278337,-28.63515496,#N/A N/A,5.242288047,-6.760638127,1435.826
3311 HK Equity,20171231,5.872092173,10.85754446,80.79894626,12.63767374,1.878630159,3.801388252,-2.456055296,50328.59
144 HK Equity,20171231,5.543545649,13.92047972,55.36470588,59.70185728,1.84856645,0.253092528,54.2888563,8184
3 HK Equity,20171231,28.7383851,25.10201067,#N/A N/A,24.17922858,2.517069319,0.562720626,30.92611716,29825.6
1313 HK Equity,20171231,17.30857039,#N/A N/A,9.971231936,16.90463867,#N/A N/A,0.850587696,#N/A N/A,28514.629
8257 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1999 HK Equity,20171231,11.46371898,12.31520498,6.234713452,22.06957818,-0.43775205,2.917410292,16.46824114,8812.878
2327 HK Equity,20171231,37.41335807,#N/A N/A,0.265241945,-23.30147302,#N/A N/A,373.9729207,-299.4786495,96.672
153 HK Equity,20171231,1.151485519,1.163528845,387.6048234,24.25235613,-1.869328907,6.78485946,-12.0679503,1526.763
656 HK Equity,20171231,6.709011459,7.040604741,1.347436825,24.70814251,1.334996486,1.071687587,23.08751517,77734.342
598 HK Equity,20171231,6.521841201,6.463191713,#N/A N/A,3.297192778,-1.696949843,4.375313045,5.09270097,46784.192
632 HK Equity,20171231,#N/A N/A,3.793379298,#N/A N/A,40126.90583,0.233255115,0.005046476,-6382.735426,0.446
8351 HK Equity,20171231,#N/A N/A,#N/A N/A,1.052960182,-14.2219949,#N/A N/A,9.231180494,#N/A N/A,398.847
257 HK Equity,20171231,7.963709641,10.78805252,27.60168263,31.92117066,2.694276436,5.926785847,-8.216038864,17692.65
82 HK Equity,20171231,#N/A N/A,#N/A N/A,841.9015544,-520.5245154,#N/A N/A,5.809765503,-116.21085,176.277
295 HK Equity,20171231,4.993898758,15.5562781,87.57836236,51.21724036,9.296756797,0.09150018,#N/A N/A,881.42
400 HK Equity,20171231,3.167736979,11.47934663,11.88921894,5.404575043,4.139177862,1235.341843,-3.171218713,13403.459
6116 HK Equity,20171231,1.675816222,#N/A N/A,#N/A N/A,8.324341927,#N/A N/A,#N/A N/A,8.053477196,8997.48
204 HK Equity,20171231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-3.705304519,#N/A N/A,-2.829
836 HK Equity,20171231,10.75484584,8.198070428,#N/A N/A,16.57938899,4.529356901,0.458044118,18.56445429,69333.689
2331 HK Equity,20171231,168.9782571,11.59937833,4.419668366,5.168120713,-2.698209574,9.671750181,14.60641046,8415.709
3368 HK Equity,20171231,3.974471213,7.428690526,#N/A N/A,0.027980848,0.369154756,0.846869561,7.291698663,4167.136
269 HK Equity,20171231,#N/A N/A,#N/A N/A,10.61879118,-105.2632428,#N/A N/A,0.042315319,-22.27344623,681.538
189 HK Equity,20171231,7.276272014,3.604299815,3.960230108,16.29575231,0.294683034,2.060727578,13.85490125,8931.352
558 HK Equity,20171231,3.051216114,4.413507488,2.36244746,9.787496799,2.679446596,2.502923264,8.339600724,3491.618
360 HK Equity,20171231,#N/A N/A,#N/A N/A,5.057493843,-13.16943457,#N/A N/A,4.671681129,-0.997433305,1254.921
467 HK Equity,20171231,39.37108429,1.904378676,7.699596258,36.47625221,-1.064934024,0.677404536,55.32465408,3753.549
2282 HK Equity,20171231,15.6188787,19.83306511,#N/A N/A,21.11460588,3.349863011,0.679986744,23.88346297,15146.43
8195 HK Equity,20171231,#N/A N/A,#N/A N/A,1.429483089,-1808.33643,#N/A N/A,2.416101357,-162.15781,24.219
3389 HK Equity,20171231,#N/A N/A,#N/A N/A,0.533031151,1.130556959,-18.26756704,2.641376576,79.80818778,2371.486
2338 HK Equity,20171231,16.03529254,#N/A N/A,6.815458086,6.549982208,#N/A N/A,5.236900957,8.024580131,141669.1988
751 HK Equity,20171231,21.17539035,12.8650499,4.820846906,2.04345753,1.266666667,5.892434277,4.620484526,44043
1172 HK Equity,20171231,196.1259086,67.01138858,5.116184893,0.038030333,-1.003203343,0.621152659,-4.645785478,197.211
3339 HK Equity,20171231,11.00184598,7.665979643,3.740590117,8.244770832,-1.833349183,2.655425416,26.71574658,7064.126
388 HK Equity,20171231,42.8244089,1.516293044,#N/A N/A,73.18318592,-28.18563284,7.509072236,#N/A N/A,10967
8280 HK Equity,20171231,#N/A N/A,20.71287133,9.300533615,0.961319579,-4.233039162,87.5737679,-11.9510036,553.51
530 HK Equity,20171231,13.68284231,17.19462515,0.022599316,329.9376795,5.731397985,0.279155468,-874.7185969,759.942
1520 HK Equity,20171231,#N/A N/A,96.87410626,5.17774626,4.182287505,-10.94681553,21.62857934,-4.425818942,390.504
512 HK Equity,20171231,27.46986762,8.969574592,3.393810549,14.60656646,3.271483266,1.440491735,13.01563366,4189.869
8227 HK Equity,20171231,#N/A N/A,#N/A N/A,15.5884108,-62.08140283,#N/A N/A,11.70237972,4.09897873,58.740095
101 HK Equity,20171231,11.0862205,10.07499735,1.59021652,71.53212269,0.143205686,0.089117057,75.51503128,13106
2326 HK Equity,20171231,3.105219221,13.72402342,54.10995957,8.888593532,-0.507793399,8.656656178,-1.259527893,2370.015
2277 HK Equity,20171231,6.285658797,17.93956674,#N/A N/A,24.19754112,8.510443192,8.80114477,-109.9340431,770.351
1238 HK Equity,20171231,6.481787082,6.684737318,0.483238142,35.30529573,4.135263984,0.426327136,2.314325638,15701.939
143 HK Equity,20171231,#N/A N/A,#N/A N/A,60.46643718,-31.18798137,#N/A N/A,0.590780689,-6.027825479,97.249
3377 HK Equity,20171231,3.671434907,6.885590436,0.55843136,22.58900555,3.720696614,2.50730085,56.61077592,42479.121
1091 HK Equity,20171231,9.489030483,6.428160056,5.038033358,8.747029437,4.548383249,1.33533987,-0.154636707,4718.802
267 HK Equity,20171231,7.320352668,8.087312545,#N/A N/A,#N/A N/A,5.505798464,2.601166035,#N/A N/A,541633
1240 HK Equity,20171231,2.20293844,5.517729741,1.524519733,10.69748444,2.785183516,27.24532819,19.93986124,12255.657
245 HK Equity,20171231,19.16735412,69.82401277,#N/A N/A,45.3731862,-4.437975848,74.59249257,-486.0401522,414.324
1109 HK Equity,20171231,15.42369462,7.021562153,0.312713296,34.06972839,1.752153576,0.918004693,-3.773358859,87652.36844
606 HK Equity,20171231,6.038156283,9.781676102,3.770931775,4.011415278,5.355989441,3.260889875,3.114839173,81716.097
2388 HK Equity,20171231,10.41303254,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.55829861,#N/A N/A,74609
1690 HK Equity,20171231,3.001400773,5.612553422,14.35953146,16.05813431,-0.320554528,279.5458937,-3.277572322,289.33
